Title,Runtime (minutes),Language,Overview,Release Date,Genre,Keywords,Actors,Directors,Stream,Buy,Rent,Production Companies,Website
The Intern - A Summer of Lust,108,English,"The story of Maddie who leaves her hometown in the United States for the sensual streets of Barcelona to seize the opportunity to do an internship for erotic filmmaker Erika Lust. At first, she is overwhelmed by her new life and her new job, the new experiences and people she's being confronted with. But soon, sparked by her dreamy roommate Michael and her new friends, the shy All-American girl experiences a sexual awakening she could have never imagined in her wildest dreams. Meanwhile, her sister Paisely is worried about her disappearance and makes it her mission to find her. Will Paisley succeed or will she be lured into the heat of a European summer? This is a tale of sexual awakenings, erotic desire, curiosity and pleasure; this is a summer of Lust.",2019-12-01,Drama,erotic movie,"Casey Calvert, Lena Anderson, Michael Vegas, Bishop Black, Kali Sudhra",Erika Lust,,,,Erika Lust Films,Unknown
It Chapter Two,169,English,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",2019-09-04,Horror,"based on novel or book, clown, carnival, sequel, remake, maine, creature, fear, lgbt, ancient evil, loss of a friend","Jay Ryan, James McAvoy, Jessica Chastain, Bill Hader, Isaiah Mustafa",Andy Muschietti,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","New Line Cinema, Vertigo Entertainment, Double Dream, Rideback",http://www.it-movie.net/
Marriage Story,137,English,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",2019-09-28,Drama,"infidelity, new york city, husband wife relationship, parent child relationship, theatre group, theater director, lawyer, los angeles, california, divorce, divorce lawyer","Scarlett Johansson, Alan Alda, Adam Driver, Ray Liotta, Laura Dern",Noah Baumbach,"Netflix, Netflix basic with Ads ",,,Heyday Films,https://www.marriagestorymovie.com
Gemini Man,117,English,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",2019-10-02,"Science Fiction, Action, Thriller","hitman, clone","Benedict Wong, Mary Elizabeth Winstead, Will Smith, Douglas Hodge, Clive Owen",Ang Lee,"TNT, TBS, tru TV ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Skydance Media, Jerry Bruckheimer Films, Alibaba Pictures Group, Fosun Pictures, Paramount, Gobierno de Colombia, Hungarian National Film Fund",http://skydance.com/film/gemini-man/
Fyre Fraud,96,English,"A true-crime comedy exploring a failed music festival turned internet meme at the nexus of social media influence, late-stage capitalism, and morality in the post-truth era.",2019-01-14,Documentary,music festival,"Ben Meiselas, Jia Tolentino, Billy McFarland, Diallo Osoria, Vickie Seger","Julia Willoughby Nason, Jenner Furst",Hulu ,,,"Mic, Billboard, The Cinemart",https://www.hulu.com/movie/fyre-fraud-e47078f3-1c0e-49a8-9da9-c571a7a20fec
Zombieland: Double Tap,99,English,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",2019-10-09,"Comedy, Horror","marriage proposal, the white house, gore, road trip, sequel, survival, spoof, zombie, recreational vehicle, aftercreditsstinger, graceland, minivan, christmas present","Jesse Eisenberg, Woody Harrelson, Emma Stone, Zoey Deutch, Abigail Breslin",Ruben Fleischer,"Hulu, fuboTV, Starz Apple TV Channel, FXNow ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Pariah, Columbia Pictures, 2.0 Entertainment",https://www.zombieland.com/
Avengers: Endgame,181,English,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,"Adventure, Science Fiction, Action","superhero, time travel, space travel, time machine, based on comic, sequel, alien invasion, superhero team, marvel cinematic universe (mcu), alternate timeline, father daughter relationship, sister sister relationship","Scarlett Johansson, Chris Hemsworth, Mark Ruffalo, Robert Downey Jr., Chris Evans","Joe Russo, Anthony Russo",Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store ",Marvel Studios,https://www.marvel.com/movies/avengers-endgame
Midsommar,147,English,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",2019-07-03,"Horror, Drama, Mystery","ritual, paranoia, sweden, melancholy, cult, hallucinogenic drug, magic mushroom, anthropology, human sacrifice, paganism, death of family, boyfriend girlfriend relationship, midsummer, cultural conflict, bad trip, folk horror, toxic relationship, midnight sun, isolated community, summer festival, traumatized woman, violence","Will Poulter, Jack Reynor, Florence Pugh, Vilhelm Blomgren, William Jackson Harper",Ari Aster,"Max, Max Amazon Channel, Showtime Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","B-Reel Films, Square Peg",https://a24films.com/films/midsommar
The Wandering Earth,126,Chinese,"When the Sun begins to expand in such a way that it will inevitably engulf and destroy the Earth in a hundred years, united mankind finds a way to avoid extinction by propelling the planet out of the Solar System using gigantic engines, moving it to a new home located four light years away, an epic journey that will last thousands of years.",2019-02-05,"Science Fiction, Action, Drama","jupiter, based on novel or book, space station, mankind forced underground, underground city, father son relationship, brother sister relationship, grandfather grandson relationship, frozen earth, dying sun, giant engine, global government","Wu Jing, Zhao Jinmai, Li Guangjie, Qu Chuxiao, Ng Man-tat",Frant Gwo,"Netflix, Netflix basic with Ads ",,,"China Film Group Corporation, Beijing Jingxi Culture, Beijing Dongfang International Cultural Communications Company, G!Film Studio, Free Whale Pictures",Unknown
Triple Frontier,125,English,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",2019-03-06,"Action, Thriller, Crime, Adventure","peru, cocaine, amazon rainforest, survival, drug cartel, drug lord, andes mountains, ex special forces, treasure heist","Charlie Hunnam, Pedro Pascal, Oscar Isaac, Garrett Hedlund, Ben Affleck",J.C. Chandor,"Netflix, Netflix basic with Ads ",,,Atlas Entertainment,http://www.netflix.com/triplefrontier
Toy Story 4,100,English,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",2019-06-19,"Family, Adventure, Animation, Comedy, Fantasy","friendship, cartoon, rescue mission, sequel, buddy, cowboy, duringcreditsstinger, toy comes to life","Tim Allen, Tom Hanks, Annie Potts, Keegan-Michael Key, Tony Hale",Josh Cooley,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store ","Walt Disney Pictures, Pixar",https://www.pixar.com/feature-films-toy-story-4
Red Shoes and the Seven Dwarfs,92,English,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",2019-07-25,"Animation, Romance, Family, Comedy, Fantasy",shoe,"Gina Gershon, Jim Rash, Patrick Warburton, Chloë Grace Moretz, Sam Claflin",Hong Sung-ho,Peacock Premium ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Sidus, Next Entertainment World, LOCUS Corporation, Finecut",Unknown
Last Christmas,102,English,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",2019-11-07,"Comedy, Romance","london, england, holiday, romantic comedy, singing, homeless shelter, holiday season, christmas, santa's elves","Emma Thompson, Lydia Leonard, Henry Golding, Michelle Yeoh, Emilia Clarke",Paul Feig,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, FlixFling, Spectrum On Demand ","Universal Pictures, Feigco Entertainment",Unknown
Frozen II,103,English,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2019-11-20,"Family, Animation, Adventure, Comedy, Fantasy","princess, magic, kingdom, winter, queen, castle, musical, sequel, dam, spirit, frozen, personification, mother daughter relationship","Evan Rachel Wood, Josh Gad, Kristen Bell, Idina Menzel, Jonathan Groff","Jennifer Lee, Chris Buck",Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store, Spectrum On Demand ","Walt Disney Pictures, Walt Disney Animation Studios",https://movies.disney.com/frozen-2
El Camino: A Breaking Bad Movie,123,English,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",2019-10-11,"Crime, Drama, Thriller","new mexico, drugs, meth lab, albuquerque, new mexico, crystal meth, based on tv series, methamphetamine","Scott MacArthur, Charles Baker, Aaron Paul, Matt Jones, Jesse Plemons",Vince Gilligan,"Netflix, Netflix basic with Ads ",,,"Sony Pictures Television Studios, Gran Via Productions, High Bridge Productions",https://www.netflix.com/title/81078819
Shazam!,132,English,A boy is given the ability to become an adult superhero in times of need with a single magic word.,2019-03-29,"Action, Comedy, Fantasy","philadelphia, pennsylvania, magic, secret identity, superhero, based on comic, wizard, superhuman strength, aftercreditsstinger, duringcreditsstinger, christmas, dc extended universe (dceu), flossing","Mark Strong, Adam Brody, Zachary Levi, Asher Angel, Jack Dylan Grazer",David F. Sandberg,"Netflix, Max, Max Amazon Channel, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","New Line Cinema, The Safran Company, Seven Bucks Productions, DC Films",http://www.shazammovie.com
Dumbo,112,English,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",2019-03-27,"Family, Fantasy, Adventure","elephant, circus, missouri, remake, live action and animation, 1910s, live action remake, dumbo","Danny DeVito, Michael Keaton, Alan Arkin, Colin Farrell, Eva Green",Tim Burton,Disney Plus ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store, Spectrum On Demand ","Tim Burton Productions, Walt Disney Pictures, Infinite Detective, Secret Machine Entertainment, British Film Commission, South Australian Film Corporation",https://movies.disney.com/dumbo-2019
Weathering with You,112,Japanese,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",2019-06-19,"Animation, Drama, Fantasy, Romance","japan, magic, climate change, rain, surrealism, weather, weather manipulation, romance, slice of life, tokyo, japan, orphan, summer, flood, japanese mythology, anime, time skip, supernatural power","Sakura Kiryu, Nana Mori, Tsubasa Honda, Kotaro Daigo, Sei Hiraizumi",Makoto Shinkai,"Max, Max Amazon Channel, Hoopla ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","CoMix Wave Films, Story, TOHO, KADOKAWA, voque ting, East Japan Marketing & Communications, Lawson Entertainment, ""Weathering With You"" Film Partners",https://gkidstickets.com/us/weathering-with-you/
Spies in Disguise,102,English,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",2019-12-04,"Animation, Action, Adventure, Comedy, Family","inventor, spy, pigeon, save the planet","Karen Gillan, Rashida Jones, Will Smith, Ben Mendelsohn, Tom Holland","Troy Quane, Nick Bruno","Disney Plus, fuboTV ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Microsoft Store ","Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",https://family.foxmovies.com/movies/spies-in-disguise
Vivarium,97,English,"A young woman and her fiancé are in search of the perfect starter home. After following a mysterious real estate agent to a new housing development, the couple finds themselves trapped in a maze of identical houses and forced to raise an otherworldly child.",2019-09-07,"Science Fiction, Thriller, Mystery, Horror","baby, suburbia, suburb, trapped, body bag, real estate agent","Imogen Poots, Jesse Eisenberg, Senan Jennings, Éanna Hardwicke, Jonathan Aris",Lorcan Finnegan,"Netflix, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Fantastic Films, Frakas Productions, Lovely Productions, XYZ Films, PingPongFilm, Saban Films",https://www.vertigoreleasing.com/portfolio/vivarium/
Alita: Battle Angel,122,English,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",2019-01-31,"Action, Science Fiction, Adventure","martial arts, bounty hunter, dystopia, extreme sports, superhero, cyberpunk, based on manga, female cyborg, live action remake, floating city, gunnm","Ed Skrein, Christoph Waltz, Jennifer Connelly, Mahershala Ali, Rosa Salazar",Robert Rodriguez,"fuboTV, FXNow ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment",https://family.20thcenturystudios.com/movies/alita-battle-angel
No Manches Frida 2,102,Spanish,"When seemingly reformed ex-con Zequi is about to marry the love of his life, the lovably nerdy Lucy, wedding day jitters turn into a full-blown fiasco and Lucy calls it off. Meanwhile, the school finds itself in deep trouble and the gang heads to the water to compete in the tournament of their lives. Once they're all seaside, Lucy runs into her high school sweetheart Mario, coach of the opposing squad and Zequi finds himself a rival in more than one competition. Now he has to pull out all the stops to wrangle in his rowdy kids, win Lucy back, and in case that wasn't enough, save the school from shutting down by leading Frida High to victory.",2019-03-15,Comedy,None,"Carla Adell, Martha Higareda, Regina Pavón, Fernanda Castillo, Omar Chaparro",Nacho G. Velilla,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Epoca Films, Neverending Media, Pantelion Films",http://www.nomanchesfrida.com/
Violet Evergarden: Eternity and the Auto Memory Doll,91,Japanese,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden.  At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, whom she yearns to see again.  Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?",2019-09-06,"Drama, Fantasy, Animation","friendship, writing, one-sided love, slice of life, steampunk, post war, seinen, anime, working life, letters, girls love, based on light novel","Minako Kotobuki, Yui Ishikawa, Koki Uchiyama, Aoi Yuki, Takehito Koyasu","Taichi Ishidate, Haruka Fujita","Netflix, Netflix basic with Ads ","Amazon Video, Vudu, Microsoft Store ","Amazon Video, Vudu, Microsoft Store ","Kyoto Animation, Pony Canyon, ABC Animation, Bandai Namco Arts",http://violet-evergarden.jp/sidestory/
Once Upon a Time... in Hollywood,162,English,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",2019-07-24,"Comedy, Drama, Thriller","movie business, male friendship, based on true story, celebrity, fame, hollywood, los angeles, california, historical fiction, buddy, filmmaking, struggling actor, satanic cult, revisionist history, duringcreditsstinger, western filmmaking, manson family murders, 1960s, stunt double, old hollywood, sharon tate, charles manson","Margaret Qualley, Emile Hirsch, Leonardo DiCaprio, Brad Pitt, Margot Robbie",Quentin Tarantino,"Hulu, fuboTV, Starz Apple TV Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Heyday Films, Columbia Pictures, Bona Film Group",https://www.sonypictures.com/movies/onceuponatimeinhollywood
Angel Has Fallen,122,English,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",2019-08-21,"Action, Thriller","usa president, sequel, secret service, framed for a crime, terrorist plot, assassination attempt, survivalism, u.s. secret service agent, manhunt, father son relationship","Nick Nolte, Gerard Butler, Danny Huston, Jada Pinkett Smith, Morgan Freeman",Ric Roman Waugh,"TNT, TBS, tru TV ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Campbell Grobman Films, Eclectic Pictures, G-BASE, Millennium Media",https://angelhasfallen.movie
The Farm,80,English,"The young couple Nora (Nora Yessayan) and Alec (Alec Gaylord) are on their way back from a long road trip. In a  desert town they want to take a break, but when they wake up the next morning when they wake up the next morning, they are no longer in the motel they motel where they had actually checked in. Overnight, the by a group of crazed killers wearing animal masks, have been abducted.  What would happen if people were treated like cattle for slaughter? On the farm, this horrific idea comes true. As Nora and Alec soon find out, they are not the only ones locked in cages, fattened and fed cages, fattened up and fed by their torturers, only to be slaughtered, disemboweled and eaten as a delicacy by their torturers. For the young couple begins a fight for bare survival.",2019-04-19,Horror,None,"Rob Tisdale, Ken Volok, Nora Yessayan, Alec Gaylord, Kelly Mis",Hans Stjernswärd,"Hoopla, Screambox Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Redbox ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Redbox ",Hans Stjernswärd Film Production,Unknown
Foxtrot Six,114,English,"Escalating climate change is turning the world economy upside down. With crops dying and food price spiking, FOOD has replaced oil as the world's most valuable commodity.  Among the very few lands still left fertile, Indonesia is quickly rising as the next economic superpower, when its government is suddenly and ruthlessly overtaken by a popular rogue political party.  In just three days, six former Marines must work together, find their long-lost brotherhood, stop a nationwide government- sanctioned genocide, and save millions of lives, for one last shot at redemption. Or die trying.",2019-02-21,"Action, Science Fiction",None,"Mike Lewis, Arifin Putra, Verdi Solaiman, Oka Antara, Rio Dewanto",Randy Korompis,Amazon Prime Video ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","West Side Synergi, Rapid Eye Pictures, MD Pictures",Unknown
Rambo: Last Blood,89,English,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",2019-09-19,"Action, Thriller, Drama","post-traumatic stress disorder (ptsd), arizona, human trafficking, sequel, father figure, last stand, horse ranch, mexican american border, revenge plot, mexican cartel","Adriana Barraza, Yvette Monreal, Sergio Peris-Mencheta, Paz Vega, Sylvester Stallone",Adrian Grünberg,"Max, Max Amazon Channel ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Millennium Media, Templeton Media, Campbell Grobman Films, Dadi Film Group, Balboa Productions",https://rambo.movie
Kitbull,9,English,"An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.",2019-01-18,"Animation, Family, Drama","friendship, cat, dog, animal, short film",,Rosana Sullivan,Disney Plus ,,,Pixar,https://www.pixar.com/sparkshorts#kitbull1
The Secret Life of Pets 2,86,English,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",2019-05-24,"Adventure, Animation, Comedy, Family","new york city, friendship, sequel","Tiffany Haddish, Patton Oswalt, Kevin Hart, Jenny Slate, Eric Stonestreet",Chris Renaud,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, Spectrum On Demand ","Universal Pictures, Illumination",http://www.thesecretlifeofpets.com
Demon Slayer: Kimetsu no Yaiba Sibling's Bond,105,Japanese,"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",2019-03-29,"Action, Animation, Fantasy","edited from tv series, anime","Yuki Kaji, Akari Kito, Takahiro Sakurai, Natsuki Hanae, Hochu Otsuka",Haruo Sotozaki,,,,ufotable,Unknown
6 Underground,128,English,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",2019-12-13,"Action, Comedy, Thriller","dictator, florence, italy, shootout, fictitious country, evil dictator, action packed, street shootout","Ryan Reynolds, Manuel Garcia-Rulfo, Ben Hardy, Mélanie Laurent, Adria Arjona",Michael Bay,"Netflix, Netflix basic with Ads ",,,"Skydance Media, Bay Films",https://www.netflix.com/title/81001887
Hustlers,110,English,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,2019-09-12,"Drama, Comedy, Crime","new york city, hustler, wall street, stripper, based on true story, strip club, exotic dancer, stock market crash, economic crisis, based on magazine, newspaper or article, 2000s, inspired by magazine, newspaper or article","Lili Reinhart, Julia Stiles, Constance Wu, Jennifer Lopez, Keke Palmer",Lorene Scafaria,Hulu ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","STXfilms, Gloria Sanchez Productions, Nuyorican Productions, Annapurna Pictures",https://www.hustlers.movie/
Dark Waters,127,English,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",2019-11-22,"Drama, Thriller","pollution, biography, based on true story, lawsuit, west virginia, cancer, lawyer, farmer, water pollution, government corruption, 1990s, based on magazine, newspaper or article, legal thriller, chemical contamination, blood test","Bill Camp, Mark Ruffalo, Anne Hathaway, Bill Pullman, Tim Robbins",Todd Haynes,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Participant, Willi Hill, Killer Films, DreamWorks Pictures, Amblin Partners, Focus Features, Mandate International",https://www.focusfeatures.com/dark-waters
Code 8,99,English,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)",2019-12-06,"Science Fiction, Action, Crime","drug trafficking, dystopia, superhero, remake, co-workers relationship, super power, criminal gang, robot cop, combat drone, mother son relationship, based on short film, dramatic, intense","Penny Eizenga, Stephen Amell, Kari Matchett, Lawrence Bayne, Robbie Amell",Jeff Chan,"Netflix, Hoopla, Netflix basic with Ads ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store ","Colony Pictures, The Fyzz, Lane E Productions, XYZ Films, Blue Ice Pictures, Téléfilm Canada, Collective Pictures",https://www.thefyzz.com/project/code-8
Richard Jewell,131,English,"Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.",2019-12-13,Drama,"biography, standard police procedure, cautionary tale","Paul Walter Hauser, Olivia Wilde, Kathy Bates, Sam Rockwell, Jon Hamm",Clint Eastwood,,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu ","Warner Bros. Pictures, Malpaso Productions, Appian Way, Misher Films, 75 Year Plan Productions",http://www.richardjewellmovie.net
Ford v Ferrari,153,English,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",2019-11-13,"Drama, Action, History","based on novel or book, car race, sports, car mechanic, biography, based on true story, le mans, racing, race car driver, 1960s","Josh Lucas, Christian Bale, Caitríona Balfe, Matt Damon, Jon Bernthal",James Mangold,fuboTV ,"Apple TV, Amazon Video, Google Play Movies, YouTube, Vudu, Microsoft Store, AMC on Demand ","Apple TV, Amazon Video, Google Play Movies, YouTube, Microsoft Store ","20th Century Fox, TSG Entertainment, Chernin Entertainment, Turnpike Films",https://www.foxmovies.com/movies/ford-v-ferrari
Fractured,101,English,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",2019-09-22,Thriller,"gas station, hospital, doctor, police officer, alcoholic, accident","Stephen Tobolowsky, Lauren Cochrane, Sam Worthington, Lily Rabe, Adjoa Andoh",Brad Anderson,"Netflix, Netflix basic with Ads ",,,"Koji Productions, Crow Island Films, Macari/Edelstein, Paul Schiff Productions",https://www.netflix.com/title/80223997
